word,len,pattern
Weider,6,ABCDBE
Weidman,7,ABCDEFG
weigh,5,ABCDE
weighs,6,ABCDEF
weight,6,ABCDEF
weightlessness,14,ABCDEFGBHHIBHH
weighty,7,ABCDEFG
Weinberg,8,ABCDEBFG
Weiner,6,ABCDBE
Weinstein,9,ABCDEFBCD
weird,5,ABCDE
weirdo,6,ABCDEF
weirs,5,ABCDE
Weiss,5,ABCDD
Weissman,8,ABCDDEFG
Weissmuller,11,ABCDDEFGGBH
Welch,5,ABCDE
welcome,7,ABCDEFB
weld,4,ABCD
Weldon,6,ABCDEF
Weldwood,8,ABCDAEED
welfare,7,ABCDEFB
well,4,ABCC
wellbeing,9,ABCCDBEFG
Wellesley,9,ABCCBDCBE
Wellington,10,ABCCDEFGHE
Wellman,7,ABCCDEF
Wellsville,10,ABCCDEFCCB
Welmers,7,ABCDBEF
welsh,5,ABCDE
welt,4,ABCD
welter,6,ABCDBE
wench,5,ABCDE
Wendell,7,ABCDBEE
Wendy,5,ABCDE
went,4,ABCD
Wentworth,9,ABCDAEFDG
wept,4,ABCD
were,4,ABCB
weren't,7,ABCBDEF
Werner,6,ABCDBC
Wesley,6,ABCDBE
Wesleyan,8,ABCDBEFG
Wesson,6,ABCCDE
west,4,ABCD
westbound,9,ABCDEFGHI
Westbrook,9,ABCDEFGGH
Westchester,11,ABCDEFBCDBG
wester,6,ABCDBE
western,7,ABCDBEF
Westfield,9,ABCDEFBGH
Westhampton,11,ABCDEFGHDIJ
Westinghouse,12,ABCDEFGHIJCB
Westminster,11,ABCDEFGCDBH
Westmore,8,ABCDEFGB
Weston,6,ABCDEF
Westphalia,10,ABCDEFGHIG
Westport,8,ABCDEFGD
westward,8,ABCDAEFG
Westwood,8,ABCDAEEF
wet,3,ABC
wetland,7,ABCDEFG
wetted,6,ABCCBD
wetter,6,ABCCBD
wettest,7,ABCCBDC
wetting,7,ABCCDEF
Weyerhauser,11,ABCBDEFGHBD
WFF,3,ABB
whack,5,ABCDE
whale,5,ABCDE
wham,4,ABCD
whamming,8,ABCDDEFG
whammy,6,ABCDDE
wharf,5,ABCDE
Wharton,7,ABCDEFG
wharves,7,ABCDEFG
what,4,ABCD
what'd,6,ABCDEF
what're,7,ABCDEFG
whatchamacallit,15,ABCDEBCFCECGGHD
whatever,8,ABCDEFEG
whatnot,7,ABCDEFD
whatsoever,10,ABCDEFGHGI
wheat,5,ABCDE
Wheatland,9,ABCDEFDGH
Wheaton,7,ABCDEFG
Wheatstone,10,ABCDEFEGHC
whee,4,ABCC
wheedle,7,ABCCDEC
wheel,5,ABCCD
wheelbarrows,12,ABCCDEFGGHAI
wheelbase,9,ABCCDEFGC
wheelchair,10,ABCCDEBFGH
wheelhouse,10,ABCCDBEFGC
Wheelock,8,ABCCDEFG
wheeze,6,ABCCDC
wheezy,6,ABCCDE
Whelan,6,ABCDEF
whelk,5,ABCDE
Wheller,7,ABCDDCE
whelp,5,ABCDE
when,4,ABCD
whence,6,ABCDEC
whenever,8,ABCDCECF
where,5,ABCDC
where'd,7,ABCDCEF
where're,8,ABCDCEDC
whereabout,10,ABCDCEFGHI
whereabouts,11,ABCDCEFGHIJ
whereas,7,ABCDCEF
whereby,7,ABCDCEF
wherefore,9,ABCDCEFDC
wherein,7,ABCDCEF
whereof,7,ABCDCEF
whereon,7,ABCDCEF
wheresoever,11,ABCDCEFCGCD
whereupon,9,ABCDCEFGH
wherever,8,ABCDCECD
wherewith,9,ABCDCAEFB
whet,4,ABCD
whether,7,ABCDBCE
whetted,7,ABCDDCE
whetting,8,ABCDDEFG
whew,4,ABCA
whey,4,ABCD
which,5,ABCDB
whichever,9,ABCDBEFEG
whiff,5,ABCDD
whiffle,7,ABCDDEF
whig,4,ABCD
while,5,ABCDE
whim,4,ABCD
whimper,7,ABCDEFG
whimsey,7,ABCDEFG
whimsical,9,ABCDECFGH
whimsy,6,ABCDEF
whine,5,ABCDE
whining,7,ABCDCDE
whinny,6,ABCDDE
whip,4,ABCD
whiplash,8,ABCDEFGB
Whippany,8,ABCDDEFG
whipped,7,ABCDDEF
whipper,7,ABCDDEF
whippet,7,ABCDDEF
whipping,8,ABCDDCEF
Whipple,7,ABCDDEF
whipsaw,7,ABCDEFA
whir,4,ABCD
whirl,5,ABCDE
whirligig,9,ABCDECFCF
whirlpool,9,ABCDEFGGE
whirlwind,9,ABCDEACFG
whirly,6,ABCDEF
whirr,5,ABCDD
whisk,5,ABCDE
whisker,7,ABCDEFG
whiskey,7,ABCDEFG
whiskies,8,ABCDECFD
whisper,7,ABCDEFG
whispering,10,ABCDEFGCHI
whistle,7,ABCDEFG
whistleable,11,ABCDEFGHIFG
whit,4,ABCD
Whitcomb,8,ABCDEFGH
white,5,ABCDE
whiteface,9,ABCDEFGHE
Whitehall,9,ABCDEBFGG
whitehead,9,ABCDEBEFG
Whiteleaf,9,ABCDEFEGH
Whiteley,8,ABCDEFEG
whiten,6,ABCDEF
whitespace,10,ABCDEFGHIE
whitetail,9,ABCDEDFCG
whitewash,9,ABCDEAFGB
Whitewater,10,ABCDEAFDEG
whitey,6,ABCDEF
Whitfield,9,ABCDECFGH
whither,7,ABCDBEF
Whitlock,8,ABCDEFGH
Whitman,7,ABCDEFG
Whitney,7,ABCDEFG
Whittaker,9,ABCDDEFGH
Whittier,8,ABCDDCEF
whittle,7,ABCDDEF
whiz,4,ABCD
whizzed,7,ABCDDEF
whizzes,7,ABCDDEF
whizzing,8,ABCDDCEF
who,3,ABC
who'd,5,ABCDE
who'll,6,ABCDEE
whoa,4,ABCD
whodunit,8,ABCDEFGH
whoever,7,ABCDEDF
whole,5,ABCDE
wholehearted,12,ABCDEBEFGHEI
wholesale,9,ABCDEFGDE
wholesome,9,ABCDEFCGE
wholly,6,ABCDDE
whom,4,ABCD
whomever,8,ABCDEFEG
whomsoever,10,ABCDECFGFH
whoop,5,ABCCD
whoosh,6,ABCCDB
whop,4,ABCD
whoppers,8,ABCDDEFG
whopping,8,ABCDDEFG
whore,5,ABCDE
whorl,5,ABCDE
whose,5,ABCDE
whosoever,9,ABCDCEFEG
why,3,ABC
Wichita,7,ABCDBEF
wick,4,ABCD
wicked,6,ABCDEF
wicket,6,ABCDEF
wide,4,ABCD
widen,5,ABCDE
widespread,10,ABCDEFGDHC
widget,6,ABCDEF
widow,5,ABCDA
widowhood,9,ABCDAEDDC
width,5,ABCDE
widths,6,ABCDEF
widthwise,9,ABCDEABFG
Wieland,7,ABCDEFG
wield,5,ABCDE
wiener,6,ABCDCE
wife,4,ABCD
wifely,6,ABCDEF
wig,3,ABC
wigging,7,ABCCBDC
Wiggins,7,ABCCBDE
wiggle,6,ABCCDE
wiggly,6,ABCCDE
wigmaker,8,ABCDEFGH
wigwam,6,ABCADE
Wilbur,6,ABCDEF
Wilcox,6,ABCDEF
wild,4,ABCD
wildcat,7,ABCDEFG
wildcatter,10,ABCDEFGGHI
wilder,6,ABCDEF
wildfire,8,ABCDEBFG
wildlife,8,ABCDCBEF
wile,4,ABCD
Wiley,5,ABCDE
Wilfred,7,ABCDEFG
wilful,6,ABCDEC
Wilhelm,7,ABCDECF
Wilhelmina,10,ABCDECFBGH
wilily,6,ABCBCD
Wilkes,6,ABCDEF
Wilkinson,9,ABCDBEFGE
will,4,ABCC
Willamette,10,ABCCDEFGGF
Willard,7,ABCCDEF
Willcox,7,ABCCDEF
willed,6,ABCCDE
Willem,6,ABCCDE
willful,7,ABCCDEC
William,7,ABCCBDE
Williamsburg,12,ABCCBDEFGHIJ
Williamson,10,ABCCBDEFGH
Willie,6,ABCCBD
willing,7,ABCCBDE
Willisson,9,ABCCBDDEF
Willoughby,10,ABCCDEFGHI
willow,6,ABCCDA
willowy,7,ABCCDAE
Willy,5,ABCCD
Wilma,5,ABCDE
Wilmette,8,ABCDEFFE
Wilmington,10,ABCDBEFGHE
Wilshire,8,ABCDEBFG
Wilson,6,ABCDEF
Wilsonian,9,ABCDEFBGF
wilt,4,ABCD
wily,4,ABCD
win,3,ABC
wince,5,ABCDE
winch,5,ABCDE
Winchell,8,ABCDEFGG
winchester,10,ABCDEFGHFI
wind,4,ABCD
windbag,7,ABCDEFG
windbreak,9,ABCDEFGHI
windfall,8,ABCDEFGG
windless,8,ABCDEFGG
windmill,8,ABCDEBFF
window,6,ABCDEA
windowless,10,ABCDEAFGHH
windowpane,10,ABCDEAFGCH
windowsill,10,ABCDEAFBGG
winds,5,ABCDE
windshield,10,ABCDEFBGHD
Windsor,7,ABCDEFG
windstorm,9,ABCDEFGHI
windup,6,ABCDEF
windward,8,ABCDAEFD
windy,5,ABCDE
wine,4,ABCD
Winehead,8,ABCDEDFG
winemake,8,ABCDEFGD
winemaster,10,ABCDEFGHDI
winery,6,ABCDEF
wineskin,8,ABCDEFBC
Winfield,8,ABCDBEFG
wing,4,ABCD
wingback,8,ABCDEFGH
wingman,7,ABCDEFC
wingmen,7,ABCDEFC
wingspan,8,ABCDEFGC
wingtip,7,ABCDEBF
Winifred,8,ABCBDEFG
wink,4,ABCD
winkle,6,ABCDEF
winless,7,ABCDEFF
Winnebago,9,ABCCDEFGH
winner,6,ABCCDE
Winnetka,8,ABCCDEFG
Winnie,6,ABCCBD
winning,7,ABCCBCD
Winnipeg,8,ABCCBDEF
winnow,6,ABCCDA
wino,4,ABCD
Winograd,8,ABCDEFGH
Winooski,8,ABCDDEFB
Winsborough,11,ABCDEFGFHIJ
Winsett,7,ABCDEFF
Winslow,7,ABCDEFA
winsome,7,ABCDEFG
Winston,7,ABCDEFC
winter,6,ABCDEF
wintertime,10,ABCDEFDBGE
Winthrop,8,ABCDEFGH
wintry,6,ABCDEF
winy,4,ABCD
wipe,4,ABCD
wire,4,ABCD
wired,5,ABCDE
wireless,8,ABCDEDFF
wireman,7,ABCDEFG
wiremen,7,ABCDEDF
wiretap,7,ABCDEFG
wiry,4,ABCD
Wisconsin,9,ABCDEFCBF
wisdom,6,ABCDEF
wise,4,ABCD
wiseacre,8,ABCDEFGD
wisecrack,9,ABCDEFGEH
wisenheimer,11,ABCDEFDBGDH
wiser,5,ABCDE
wish,4,ABCD
wishbone,8,ABCDEFGH
wishful,7,ABCDEFG
wishy,5,ABCDE
wisp,4,ABCD
wispy,5,ABCDE
wistful,7,ABCDEFG
wit,3,ABC
witch,5,ABCDE
witchcraft,10,ABCDEDFGHC
with,4,ABCD
withal,6,ABCDEF
withdraw,8,ABCDEFGA
withdrawal,10,ABCDEFGAGH
withdrawn,9,ABCDEFGAH
withdrew,8,ABCDEFGA
wither,6,ABCDEF
withering,9,ABCDEFBGH
Witherspoon,11,ABCDEFGHIIJ
withheld,8,ABCDDEFG
withhold,8,ABCDDEFG
within,6,ABCDBE
without,7,ABCDEFC
withstand,9,ABCDECFGH
withstood,9,ABCDECFFG
witness,7,ABCDEFF
witter,6,ABCCDE
witting,7,ABCCBDE
witty,5,ABCCD
wive,4,ABCD
wives,5,ABCDE
wizard,6,ABCDEF
wizen,5,ABCDE
wobble,6,ABCCDE
wobbly,6,ABCCDE
woe,3,ABC
woebegone,9,ABCDCEBFC
woeful,6,ABCDEF
wok,3,ABC
woke,4,ABCD
Wolcott,7,ABCDBEE
wold,4,ABCD
wolf,4,ABCD
Wolfgang,8,ABCDEFGE
wolfish,7,ABCDEFG
Wolverton,9,ABCDEFGBH
wolves,6,ABCDEF
woman,5,ABCDE
womanhood,9,ABCDEFBBG
womanize,8,ABCDEFGH
womanized,9,ABCDEFGHI
womanizes,9,ABCDEFGHI
womanly,7,ABCDEFG
womb,4,ABCD
women,5,ABCDE
won,3,ABC
won't,5,ABCDE
wonder,6,ABCDEF
wonderful,9,ABCDEFGHI
wondering,9,ABCDEFGCH
wonderland,10,ABCDEFGHCD
wonderment,10,ABCDEFGECH
wondrous,8,ABCDEBFG
wont,4,ABCD
wonted,6,ABCDEF
woo,3,ABB
wood,4,ABBC
Woodard,7,ABBCDEC
Woodberry,9,ABBCDEFFG
Woodbury,8,ABBCDEFG
woodcarver,10,ABBCDEFGHF
woodchopper,11,ABBCDEBFFGH
woodchuck,9,ABBCDEFDG
woodcock,8,ABBCDBDE
woodcut,7,ABBCDEF
woodcutters,11,ABBCDEFFGHI
wooden,6,ABBCDE
woodgrain,9,ABBCDEFGH
woodhen,7,ABBCDEF
woodland,8,ABBCDEFC
Woodlawn,8,ABBCDEAF
woodlot,7,ABBCDBE
woodman,7,ABBCDEF
woodpecker,10,ABBCDEFGEH
Woodrow,7,ABBCDBA
woodruff,8,ABBCDEFF
woodshed,8,ABBCDEFC
woodside,8,ABBCDECF
Woodward,8,ABBCADEC
woodwind,8,ABBCADEC
woodwork,8,ABBCABDE
woody,5,ABBCD
woodyard,8,ABBCDEFC
woof,4,ABBC
wool,4,ABBC
woolgather,10,ABBCDEFGHI
woolly,6,ABBCCD
Woolworth,9,ABBCABDEF
Woonsocket,10,ABBCDBEFGH
Wooster,7,ABBCDEF
wop,3,ABC
Worcester,9,ABCDEFGEC
Worcestershire,14,ABCDEFGECFHICE
word,4,ABCD
wordily,7,ABCDEFG
wordlessly,10,ABCDEFGGEH
words,5,ABCDE
Wordsworth,10,ABCDEABCFG
wordy,5,ABCDE
wore,4,ABCD
work,4,ABCD
workable,8,ABCDEFGH
workably,8,ABCDEFGH
workaround,10,ABCDECBFGH
workbench,9,ABCDEFGHI
workbook,8,ABCDEBBD
workday,7,ABCDEFG
worker,6,ABCDEC
workhorse,9,ABCDEBCFG
workhouses,10,ABCDEBFGHG
workingman,10,ABCDEFGHIF
workingmen,10,ABCDEFGHIF
workload,8,ABCDEBFG
workman,7,ABCDEFG
workmanlike,11,ABCDEFGHIDJ
workmanship,11,ABCDEFGHIJK
workmen,7,ABCDEFG
workout,7,ABCDBEF
workpiece,9,ABCDEFGHG
workplace,9,ABCDEFGHI
works,5,ABCDE
worksheet,9,ABCDEFGGH
workshop,8,ABCDEFBG
workspace,9,ABCDEFGHI
workstation,11,ABCDEFGFHBI
worktable,9,ABCDEFGHI
world,5,ABCDE
worldly,7,ABCDEDF
worldwide,9,ABCDEAFEG
worm,4,ABCD
wormy,5,ABCDE
worn,4,ABCD
worried,7,ABCCDEF
worrisome,9,ABCCDEBFG
worry,5,ABCCD
worrying,8,ABCCDEFG
worse,5,ABCDE
worsen,6,ABCDEF
worship,7,ABCDEFG
worshiped,9,ABCDEFGHI
worshiper,9,ABCDEFGHC
worshipful,10,ABCDEFGHIJ
worshiping,10,ABCDEFGFHI
worshipped,10,ABCDEFGGHI
worshipper,10,ABCDEFGGHC
worshipping,11,ABCDEFGGFHI
worst,5,ABCDE
worth,5,ABCDE
Worthington,11,ABCDEFGHDBG
worthless,9,ABCDEFGHH
worths,6,ABCDEF
worthwhile,10,ABCDEAEFGH
worthy,6,ABCDEF
would,5,ABCDE
wouldn't,8,ABCDEFGH
wound,5,ABCDE
wove,4,ABCD
woven,5,ABCDE
wow,3,ABA
wracking,8,ABCDEFGH
wraith,6,ABCDEF
wrangle,7,ABCDEFG
wrap,4,ABCD
wraparound,10,ABCDCBEFGH
wrapped,7,ABCDDEF
wrapper,7,ABCDDEB
wrapping,8,ABCDDEFG
wraps,5,ABCDE
wrath,5,ABCDE
wrathful,8,ABCDEFGH
wreak,5,ABCDE
wreath,6,ABCDEF
wreathe,7,ABCDEFC
wreaths,7,ABCDEFG
wreck,5,ABCDE
wreckage,8,ABCDEFGC
wren,4,ABCD
wrench,6,ABCDEF
wrenching,9,ABCDEFGDH
wrest,5,ABCDE
wrestle,7,ABCDEFC
wretch,6,ABCDEF
wretched,8,ABCDEFCG
wriggle,7,ABCDDEF
wright,6,ABCDEF
Wrigley,7,ABCDEFG
wring,5,ABCDE
wrinkle,7,ABCDEFG
wrinkled,8,ABCDEFGH
wrinkly,7,ABCDEFG
wrist,5,ABCDE
wristband,9,ABCDEFGHI
wristwatch,10,ABCDEAFEGH
writ,4,ABCD
writable,8,ABCDEFGH
write,5,ABCDE
writer,6,ABCDEB
writes,6,ABCDEF
writhe,6,ABCDEF
written,7,ABCDDEF
wrong,5,ABCDE
wrongdoer,9,ABCDEFCGB
wrongdoing,10,ABCDEFCGDE
wrongful,8,ABCDEFGH
Wronskian,9,ABCDEFGHD
wrote,5,ABCDE
wrought,7,ABCDEFG
wrung,5,ABCDE
wry,3,ABC
Wyman,5,ABCDE
Wyoming,7,ABCDEFG
Xanthus,7,ABCDEFG
Xavier,6,ABCDEF
Xenia,5,ABCDE
Xenix,5,ABCDA
xenon,5,ABCDC
xenophobia,10,ABCDEFDGHI
xerography,10,ABCDECFGHI
Xerox,5,ABCDA
Xeroxed,7,ABCDABE
Xeroxes,7,ABCDABE
Xeroxing,8,ABCDAEFG
Xerxes,6,ABCABD
xi,2,AB
xii,3,ABB
xiii,4,ABBB
xiv,3,ABC
xix,3,ABA
XOR,3,ABC
xv,2,AB
xvi,3,ABC
xvii,4,ABCC
xviii,5,ABCCC
xx,2,AA
xylem,5,ABCDE
xylene,6,ABCDED
xylophone,9,ABCDEFDGH
yacc,4,ABCC
yacht,5,ABCDE
yachtsman,9,ABCDEFGBH
yachtsmen,9,ABCDEFGHI
Yakima,6,ABCDEB
yaks,4,ABCD
Yale,4,ABCD
Yalies,6,ABCDEF
Yalta,5,ABCDB
Yamaha,6,ABCBDB
yang,4,ABCD
yank,4,ABCD
Yankee,6,ABCDEE
yap,3,ABC
yapping,7,ABCCDEF
Yaqui,5,ABCDE
yard,4,ABCD
yardage,7,ABCDBEF
yardstick,9,ABCDEFGHI
yarmulke,8,ABCDEFGH
yarn,4,ABCD
yarrow,6,ABCCDE
Yates,5,ABCDE
yaw,3,ABC
yawl,4,ABCD
yawn,4,ABCD
yawning,7,ABCDEDF
yea,3,ABC
Yeager,6,ABCDBE
yeah,4,ABCD
year,4,ABCD
yearbook,8,ABCDEFFG
yearn,5,ABCDE
yearning,8,ABCDEFEG
yeast,5,ABCDE
yeasty,6,ABCDEA
Yeats,5,ABCDE
yecch,5,ABCCD
yell,4,ABCC
yellow,6,ABCCDE
yellowish,9,ABCCDEFGH
yelp,4,ABCD
Yemen,5,ABCBD
yen,3,ABC
Yentl,5,ABCDE
yeoman,6,ABCDEF
yeomanry,8,ABCDEFGA
yeomen,6,ABCDBE
yes,3,ABC
yeshiva,7,ABCDEFG
yesterday,9,ABCDBEFGA
yesteryear,10,ABCDBEABFE
yet,3,ABC
Yiddish,7,ABCCBDE
yield,5,ABCDE
yielding,8,ABCDEBFG
yin,3,ABC
yip,3,ABC
yipping,7,ABCCBDE
YMCA,4,ABCD
yodel,5,ABCDE
yodeled,7,ABCDEDC
yodeler,7,ABCDEDF
yodeling,8,ABCDEFGH
yodelled,8,ABCDEEDC
yodeller,8,ABCDEEDF
yodelling,9,ABCDEEFGH
yoga,4,ABCD
yogi,4,ABCD
yogurt,6,ABCDEF
yoke,4,ABCD
yokel,5,ABCDE
Yoknapatawpha,13,ABCDEFEGEHFIE
Yokohama,8,ABCBDEFE
yolk,4,ABCD
yon,3,ABC
yonder,6,ABCDEF
Yonkers,7,ABCDEFG
yore,4,ABCD
Yorick,6,ABCDEF
York,4,ABCD
Yorktown,8,ABCDEBFG
Yosemite,8,ABCDEFGD
you,3,ABC
you'd,5,ABCDE
you'll,6,ABCDEE
you're,6,ABCDEF
you've,6,ABCDEF
young,5,ABCDE
youngish,8,ABCDEFGH
youngster,9,ABCDEFGHI
Youngstown,10,ABCDEFGBHD
your,4,ABCD
yourself,8,ABCDEFGH
yourselves,10,ABCDEFGHFE
youth,5,ABCDE
youthful,8,ABCDEFCG
youths,6,ABCDEF
yow,3,ABC
Ypsilanti,9,ABCDEFGHD
yr,2,AB
ytterbium,9,ABBCDEFGH
yttrium,7,ABBCDEF
Yuba,4,ABCD
Yucatan,7,ABCDEDF
yucca,5,ABCCD
yuck,4,ABCD
Yugoslav,8,ABCDEFGH
Yugoslavia,10,ABCDEFGHIG
Yukon,5,ABCDE
yule,4,ABCD
yummy,5,ABCCA
yuppie,6,ABCCDE
Yuri,4,ABCD
Yves,4,ABCD
Yvette,6,ABCDDC
YWCA,4,ABCD
Zachary,7,ABCDBEF
zag,3,ABC
zagging,7,ABCCDEC
Zaire,5,ABCDE
Zanzibar,8,ABCADEBF
zap,3,ABC
zapped,6,ABCCDE
zapping,7,ABCCDEF
zeal,4,ABCD
Zealand,7,ABCDCEF
zealot,6,ABCDEF
zealous,7,ABCDEFG
zebra,5,ABCDE
Zeffirelli,10,ABCCDEBFFD
Zeiss,5,ABCDD
zeitgeist,9,ABCDEBCFD
Zellerbach,10,ABCCBDEFGH
Zen,3,ABC
zenith,6,ABCDEF
Zennist,7,ABCCDEF
zero,4,ABCD
zeroes,6,ABCDBE
zest,4,ABCD
zestful,7,ABCDEFG
zesty,5,ABCDE
zeta,4,ABCD
Zeus,4,ABCD
Ziegfeld,8,ABCDECFG
Ziegler,7,ABCDECF
zig,3,ABC
zigged,6,ABCCDE
zigging,7,ABCCBDC
Ziggy,5,ABCCD
zigzag,6,ABCADC
zigzagged,9,ABCADCCEF
zigzagging,10,ABCADCCBEC
zilch,5,ABCDE
Zimmerman,9,ABCCDECFG
zinc,4,ABCD
zing,4,ABCD
Zion,4,ABCD
Zionism,7,ABCDBEF
Zionist,7,ABCDBEF
zip,3,ABC
zipped,6,ABCCDE
zipper,6,ABCCDE
zipping,7,ABCCBDE
zircon,6,ABCDEF
zirconium,9,ABCDEFBGH
zloty,5,ABCDE
zlotys,6,ABCDEF
zodiac,6,ABCDEF
zodiacal,8,ABCDEFEG
zombie,6,ABCDEF
zonal,5,ABCDE
zone,4,ABCD
zoo,3,ABB
zoological,10,ABBCBDEFGC
zoologist,9,ABBCBDEFG
zoology,7,ABBCBDE
zoom,4,ABBC
Zoroaster,9,ABCBDEFGC
Zoroastrian,11,ABCBDEFCGDH
zounds,6,ABCDEF
Zulu,4,ABCB
Zurich,6,ABCDEF
zymurgy,7,ABCDEFB
abreaction,10,ABCDAEFGHI
abreast,7,ABCDAEF
abridge,7,ABCDEFG
abridged,8,ABCDEFGE
abridgment,10,ABCDEFGHIJ
abroad,6,ABCDAE
abrogate,8,ABCDEAFG
abrupt,6,ABCDEF
abscess,7,ABCDECC
abscissa,8,ABCDECCA
abscissae,9,ABCDECCAF
abscond,7,ABCDEFG
absence,7,ABCDEFD
absent,6,ABCDEF
absentee,8,ABCDEFDD
absenteeism,11,ABCDEFDDGCH
absentia,8,ABCDEFGA
absentminded,12,ABCDEFGHEIDI
absinthe,8,ABCDEFGH
absolute,8,ABCDEFGH
absolve,7,ABCDEFG
absorb,6,ABCDEB
absorbency,10,ABCDEBFGHI
absorbent,9,ABCDEBFGH
absorbing,9,ABCDEBFGH
absorption,10,ABCDEFGHDI
absorptive,10,ABCDEFGHIJ
abstain,7,ABCDAEF
abstemiously,12,ABCDEFGHICJK
abstention,10,ABCDEFDGHF
abstinence,10,ABCDEFGFHG
abstinent,9,ABCDEFGFD
abstract,8,ABCDEAFD
abstracted,10,ABCDEAFDGH
abstraction,11,ABCDEAFDGHI
abstractionism,14,ABCDEAFDGHIGCJ
abstractionist,14,ABCDEAFDGHIGCD
abstractor,10,ABCDEAFDGE
abstruse,8,ABCDEFCG
abstruseness,12,ABCDEFCGHGCC
absurd,6,ABCDEF
absurdity,9,ABCDEFGHI
abundance,9,ABCDEADFG
abundant,8,ABCDEADF
abusable,8,ABCDABEF
abuse,5,ABCDE
abusive,7,ABCDEFG
abut,4,ABCD
abutment,8,ABCDEFGD
abutted,7,ABCDDEF
abutter,7,ABCDDEF
abutting,8,ABCDDEFG
abysmal,7,ABCDEAF
abyss,5,ABCDD
acacia,6,ABABCA
academia,8,ABACDEFA
academic,8,ABACDEFB
academically,12,ABACDEFBAGGH
academician,11,ABACDEFBFAG
academicianship,15,ABACDEFBFAGHIFJ
academy,7,ABACDEF
Acapulco,8,ABACDEBF
accede,6,ABBCDC
accelerate,10,ABBCDCEAFC
accelerating,12,ABBCDCEAFGHI
accelerator,11,ABBCDCEAFGE
accelerometer,13,ABBCDCEFGCHCE
accent,6,ABBCDE
accentual,9,ABBCDEFAG
accentuate,10,ABBCDEFAEC
accept,6,ABBCDE
acceptability,13,ABBCDEAFGHGEI
acceptable,10,ABBCDEAFGC
acceptably,10,ABBCDEAFGH
acceptance,10,ABBCDEAFBC
acceptant,9,ABBCDEAFE
accepted,8,ABBCDECF
accepting,9,ABBCDEFGH
acceptor,8,ABBCDEFG
access,6,ABBCDD
accessibility,13,ABBCDDEFEGEHI
accessible,10,ABBCDDEFGC
accessibly,10,ABBCDDEFGH
accession,9,ABBCDDEFG
accessors,9,ABBCDDEFD
accessory,9,ABBCDDEFG
accident,8,ABBCDEFG
accidental,10,ABBCDEFGAH
acclaim,7,ABBCADE
acclamation,11,ABBCADAEFGH
acclimate,9,ABBCDEAFG
acclimatization,15,ABBCDEAFDGAFDHI
acclimatize,11,ABBCDEAFDGH
acclimatized,12,ABBCDEAFDGHI
acclimatizes,12,ABBCDEAFDGHI
accolade,8,ABBCDAEF
accommodate,11,ABBCDDCEAFG
accommodated,12,ABBCDDCEAFGE
accommodating,13,ABBCDDCEAFGHI
accommodative,13,ABBCDDCEAFGHI
accompanied,11,ABBCDEAFGHI
accompaniment,13,ABBCDEAFGDHFI
accompanist,11,ABBCDEAFGHI
accompany,9,ABBCDEAFG
accomplice,10,ABBCDEFGBH
accomplish,10,ABBCDEFGHI
accomplishment,14,ABBCDEFGHIDJKL
accord,6,ABBCDE
accordance,10,ABBCDEAFBG
accordant,9,ABBCDEAFG
according,9,ABBCDEFGH
accordion,9,ABBCDEFCG
accost,6,ABBCDE
account,7,ABBCDEF
accountability,14,ABBCDEFAGHIHFJ
accountable,11,ABBCDEFAGHI
accountably,11,ABBCDEFAGHI
accountancy,11,ABBCDEFAEBG
accountant,10,ABBCDEFAEF
accounted,9,ABBCDEFGH
accouterment,12,ABBCDEFGHFIE
accredit,8,ABBCDEFG
accreditation,13,ABBCDEFGAGFHI
accretion,9,ABBCDEFGH
accrual,7,ABBCDAE
accrue,6,ABBCDE
acculturate,11,ABBCDECFAEG
accumulate,10,ABBCDCEAFG
accumulative,12,ABBCDCEAFGHI
accumulator,11,ABBCDCEAFGH
accuracy,8,ABBCDABE
accurate,8,ABBCDAEF
accurately,10,ABBCDAEFGH
accursed,8,ABBCDEFG
accusal,7,ABBCDAE
accusation,10,ABBCDAEFGH
accusative,10,ABBCDAEFGH
accuse,6,ABBCDE
accusing,8,ABBCDEFG
accustom,8,ABBCDEFG
accustomed,10,ABBCDEFGHI
ace,3,ABC
acetate,7,ABCDADC
acetic,6,ABCDEB
acetone,7,ABCDEFC
acetylene,9,ABCDEFCGC
ache,4,ABCD
achievable,10,ABCDEFAGHE
achieve,7,ABCDEFE
achieved,8,ABCDEFEG
achievement,11,ABCDEFEGEHI
Achilles,8,ABCDEEFG
aching,6,ABCDEF
achromatic,10,ABCDEFAGHB
acid,4,ABCD
acidic,6,ABCDCB
acidity,7,ABCDCEF
acidulous,9,ABCDEFGEH
Ackerman,8,ABCDEFAG
acknowledge,11,ABCDEFGHIJH
acknowledgeable,15,ABCDEFGHIJHAKGH
acknowledged,12,ABCDEFGHIJHI
acknowledgement,15,ABCDEFGHIJHKHDL
acknowledgment,14,ABCDEFGHIJKHDL
ACM,3,ABC
acme,4,ABCD
acne,4,ABCD
acolyte,7,ABCDEFG
acorn,5,ABCDE
acoustic,8,ABCDEFGB
acoustical,10,ABCDEFGBAH
acoustician,11,ABCDEFGBGAH
acquaint,8,ABCDAEFG
acquaintance,12,ABCDAEFGAFBH
acquainted,10,ABCDAEFGHI
acquiesce,9,ABCDEFGBF
acquiescence,12,ABCDEFGBFHBF
acquiescent,11,ABCDEFGBFHI
acquirable,10,ABCDEFAGHI
